text,category,price
VS Tank Brand is Victoria's Secret.  Shipping. SALE PRICE GOOD UNTIL 6/5/17 Loose fitting Tank,"Women/Tops & Blouses/Tank, Cami",8.0
New and hot .. Royal peach Palette Brand is Kylie Cosmetics. No description yet,Beauty/Makeup/Eyes,25.0
❤Vday sale❤ VS strappy triangle bralette Brand is Victoria's Secret.  Shipping. ❤valentine's day Sale - spoil the ones you love (or yourself!) On a budget! ❤ NWT black strappy triangle bralette from victorias secret. New in its online packaging. Size large but the cups are fairly small so it will likely fit more like a medium. Retailed for [rm].,Women/Underwear/Bras,10.0
"NWOT Aerie Moccasins, 7 Narrow Brand is American Eagle.  Shipping. NWOT American Eagle Aerie Moccasins Size: 7 Narrow The tag is there, but it has fallen off. Only flaw is a spot on the bottom of the shoe (Picture 3) Bows can be untied and re-tied Retail: [rm] Free Shipping!",Women/Shoes/Loafers & Slip-Ons,15.0
Pizza Top. Shipping. Says XXL fits more like L-XL. Ships First Class! NWOT! MUST SELL BEFORE OCTOBER 18TH!,Women/Tops & Blouses/T-Shirts,8.0
Benefit Life of the Party makeup palette Brand is Benefit.  Shipping. Eyeshadow slightly used. Everything else brand new. POREfessional primer not included.,Beauty/Makeup/Makeup Sets,20.0
Nike Roshe 9c Brand is Nike.  Shipping. Toddler Nike Roshe 9c Good used condition See 3rd picture for flaw it doesn't Affect the wear,Kids/Girls 2T-5T/Shoes,12.0
"14k gold earrings Shipping. Never worn, like new. Will come in bag or box, will show if requested.",Women/Jewelry/Earrings,8.0
SHIPS now-ORIGINAL BEAUTY BLENDER PINK Shipping. The Original Beauty Blender Brand -Color Pink -Latex Free -Voted by Allure Magazine For Best of Beauty! -Brand New in Original Box -Authentic -Price firm -Ask about bundling #plussizemakeup,Beauty/Tools & Accessories/Makeup Brushes & Tools,11.0
14k Amethyst CZ Heart Earrings - NWT Shipping. Beautiful and delicate heart shaped Amethyst CZ earrings. 14k Gold.,Women/Jewelry/Earrings,18.0
Lularoe NWT 2xl perfect T 2 XXL Brand is LuLaRoe.  Shipping. Brand new with tags. Never tried on. Mint green perfect T. Beautiful color Made in USA! Pet free. Smoke free home. Ships today,Women/Tops & Blouses/Tunic,34.0
Alex and Ani Disney Brand is ALEX AND ANI.  Shipping. No description yet,Women/Jewelry/Bracelets,30.0
Free People Beacon Heel Booties! Brand is Free People. Worn once. Size 6. Amazing condition.,Women/Shoes/Boots,29.0
"American Eagle Tie strap Tank Top Brand is American Eagle. Has such a pretty pattern and glare at the bottom ! I love this too but I don't wear it as much as I wanted, worn once","Women/Tops & Blouses/Tank, Cami",10.0
Guess crew neck jacket Brand is GUESS. AUTHENTIC. Supposed to look worn/washed. Comfortable & lightweight. No yellowing despite photo lighting,Women/Sweaters/Crewneck,20.0
NEW NIKE Grey shorts sz M women NEW Brand is Nike.  Shipping. NEW NIKE shorts sz M grey Free shipping,Women/Athletic Apparel/Shorts,25.0
Peas In a Pod Reserved for Johanna Brand is Jakks Pacific.  Shipping. This listing is for three Disney Tsum Tsum 3-Packs from series 2. You will get all 9 vinyl figures as seen in the photos. Most notable you will get all three sizes of the hard to find peas-in-a-pod characters. These items will be shipped OUT of PACKAGE in a bubble mailer,Kids/Toys/Action Figures & Statues,23.0
Alex and Ani Brand is ALEX AND ANI.  Shipping. Sailboat silver Alex and Ani,Women/Jewelry/Bracelets,12.0
Nike Athletic Shoe Brand is Nike. White Nike athletic show size 8.5. Worn only two times and are still bright white with no marks. Selling only because I bought them a half size too small.,Women/Shoes/Athletic,40.0
"Kylie Jenner lipkitKylie lip kit in ""koko k"" bought for [rm]. Never used, but searched once. Is very matte, but a lot like the real thing!",Beauty/Makeup/Lips,11.0
Supreme T SHIRTSize Small Custom As seen on KYLIE JENNER,Women/Tops & Blouses/T-Shirts,14.0
"Louis Vuitton, Looping GM Bag Brand is Louis Vuitton. Size 12"" H, depth 4.25"", drop 9.25"" The canvas is in great condition & the inside is like new; no holes,marks, stains or scratches. The handle is where the most wear is visible. One side has been repaired the other side LV didn't think needed repaired. You can take this bag to have handle replaced for not as much as you would think. It definitely has years of wearing left and if strap is replaced down the road would give you so many more! The authenticity code:M10959, retails for [rm]",Women/Women's Handbags/Shoulder Bag,206.0
Silver Bracelet Shipping. No description yet,Women/Jewelry/Bracelets,3.0
Forever 21 plus + peplum top Brand is FOREVER 21. Forever 21 plus peplum top,Women/Tops & Blouses/Blouse,19.0
Franco Sarto tall riding boots Brand is Franco Sarto. Originally paid [rm]. Very minimal wear. Great leather boots for an amazing price! Urban Outfitters Franco sarto riding boots knee boots,Women/Shoes/Boots,16.0
It cosmetics powder tan Brand is IT Cosmetics.  Shipping. It cosmetics your skin but better cc AIRBRUSH PERFECTING POWDER SHEER TO FULL COVERAGE FINISHING VEIL FULL SIZE AUTHENTIC,Beauty/Makeup/Face,16.0
"Old Navy Rockstar Jeans Brand is Old Navy.  Shipping. Rockstar Skinny Jeans, low rise, Jean color, 14 Regular, soft jeans, New with out tags never used","Women/Jeans/Slim, Skinny",15.0
Jordan Son of Mars Low Brand is Jordan. Good condition used maybe once or twice Still has a lot of life in them Price is negotiable,Men/Shoes/Fashion Sneakers,51.0
VS PINK CAMPUS TEE SHIRT SMALL Brand is PINK.  Shipping. New in package Free Shipping Fast Shipping Price is firm Small,Women/Tops & Blouses/T-Shirts,20.0
Infinity Ring. Size 9 Shipping. No description yet,Women/Jewelry/Rings,3.0
Abalone Harlow Brand is Kendra Scott.  Shipping. Abalone suspended Harlow NWT,Women/Jewelry/Necklaces,175.0
Adidas NMD Triple Black Reflective Brand is Adidas. Brand new Adidas NMD triple black reflective size 10 (style number BY3123).,Men/Shoes/Athletic,166.0
"Charlotte Russe booties Brand is Charlotte Russe. Size 7.5, bought off their website and ended up being too big!! So cute with fall/winter outfits! (Paid 42.00)",Women/Shoes/Boots,21.0
iPhone 6/6s Smart Battery Case Brand is Apple.  Shipping. Used very few times and it's in great condition,"Electronics/Cell Phones & Accessories/Cases, Covers & Skins",30.0
"Matte Black Sunglasses- Ray Ban Style Shipping. Super cute sunnies! Matte Black, brand new! Includes sunglasses case, cleaning cloth & box. Excellent quality! FREE SHIPPING!",Women/Women's Accessories/Sunglasses,22.0
Kiss blooming lash Brand is Kiss My Face.  Shipping. NIB. Flexible for easy application. Reusable. Soft.,Beauty/Makeup/Eyes,5.0
iPhone 5 5s chargerBrand new never opened,"Electronics/Cell Phones & Accessories/Cases, Covers & Skins",19.0
"Teen shirt Brand is Rue21.  Shipping. Worn maybe twice. Teal sleeves with white base. Words say ""Choose Your Own Path"".",Women/Tops & Blouses/T-Shirts,5.0
Adidas Superstar Brand is Adidas. No description yet,Women/Shoes/Fashion Sneakers,31.0
Women's Size 6 Ripped Cropped Jeans Brand is American Eagle. No description yet,"Women/Jeans/Slim, Skinny",12.0
Lrg Tervis 24oz Tumbler w/lid NEWLarge 24 oz Tervis Tumbler w/ lid. Deer trio design. Brand new!!,Home/Kitchen & Dining/Coffee & Tea Accessories,15.0
Michael kors silver 10 toddler flats Shipping. Michael kors silver flats Size 10 toddler Reduced 11/13 No additional discounts,Kids/Girls 2T-5T/Shoes,12.0
FS♡NWT! KS ELISA NECKLACE Brand is Kendra Scott.  Shipping. Nwt! Gorgeous Kendra Scott Elisa pendant necklace in fuschia kyocera opal. Dust bag included! Free shipping Thanks for looking:),Women/Jewelry/Necklaces,74.0
Bundle for booksbaby:),Women/Tops & Blouses/T-Shirts,22.0
bbw travel lotion set Brand is Bath & Body Works.  Shipping. brand new,Beauty/Bath & Body/Bath,19.0
Bushido blade 2 ps1 Brand is Sony. Awesome Condition Manual included Disc spotless PlayStation one,Electronics/Video Games & Consoles/Games,24.0
"Benefit goof proof brow pencil shade #3 Shipping. Full size See all pics Google & benefit swatches on picture #2 Retail [rm] before taxes or shipping fees Swatched 1 time on clean cloth, not my color, not used on skin, Make a bundle of multiple items from my closet and save save save Please remember I have to pay [rm] out of pocket to ship and track for you",Beauty/Makeup/Eyes,15.0
"Ugg Boots Brand is UGG. Cozy winter boots. In good shape, but the interior is a bit worn.",Women/Shoes/Boots,21.0
(S) PINK BLING T Brand is PINK. GUC All bling in tact Color is maroon with gold sequin Size small,Women/Tops & Blouses/T-Shirts,16.0
Coozie ping pong and ball Brand is PINK.  Shipping. No description yet,Women/Other/Other,60.0
"Under Armour women's athletic tank Brand is Under Armour. Under Armour light weight racer back tank. Heathered gray and blue. Pocket on chest. Heat gear. 55% cotton, 34% polyester, 11% rayon. Not Dri fit style material. Semi fitted. Great condition - no flaws. L- 23.5"", W- 14.5/15"" (measured pit to pit when laying flat)",Women/Athletic Apparel/Shirts & Tops,11.0
Lace SweaterNo description yet,Women/Tops & Blouses/Knit Top,14.0
BUNDLE FOR CHELZMIA Shipping. BUNDLE FOR CHELZMIA,Women/Tops & Blouses/T-Shirts,35.0
Converse chuck Taylor high tops classic Brand is Converse. Black and white 7.5 men's 9.5 women. Worn 3 times great condition. Classic converse high top . Version 1.0,Men/Shoes/Athletic,36.0
Nasty Gal Cami Top Brand is Nasty Gal. Nasty Gal Daytona Demon Plunging Ribbed Knit Cami Top Size Small 88% Modal; 12% Spandex Good condition (no stains or major defects),"Women/Tops & Blouses/Tank, Cami",20.0
"Clear case for Samsung Note5 Shipping. This is clear case for Samsung Galaxy Note 5 Features: Hybrid, Shockproof, Water Resistant. Type: Fitted Case/Skin Quantity: 1 FIRM PRICE PLEASE READ CAREFULLY BEFORE PLACE AN ORDER. Thank you for visited.","Electronics/Cell Phones & Accessories/Cases, Covers & Skins",6.0
"Lifeproof iPhone 6/6s case! Brand is Apple.  Shipping. Dark pink, light pink and green lifeproof case.","Electronics/Cell Phones & Accessories/Cases, Covers & Skins",15.0
Jessie James Decker hair perfumeIn the scent sweet magnolia. More than half left as pictured in the second photo. Retails for [rm]+ shipping.,Beauty/Fragrance/Women,19.0
PU Leather Flip Wallet iphone 6 PlusLuxury PU Leather Flip Cover Wallet Design Stand Case For iphone 6 Plus New!! -1x Wallet -1x Stylus -1x wristlet Color black Fast shipping Via USPS first-class Mail 2-6 business day with tracking numbers!!,"Electronics/Cell Phones & Accessories/Cases, Covers & Skins",10.0
BundleFor yasmeena,Women/Tops & Blouses/T-Shirts,73.0
Hanna Andersson Brand is Hanna Anderson. Sweater good used condition some wash wear Size 70,Kids/Boys 0-24 Mos/One-Pieces,8.0
Pearl earringsCute pearl earrings that come in a little bag,Women/Jewelry/Earrings,10.0
Lularoe Leggings Shipping. Castle leggings unicorns,Women/Jeans/Leggings,65.0
Jessica Simpson Brief Panty Sz Large Brand is Jessica Simpson.  Shipping. Beautiful Brief size Large features Smoothes tummy with beautiful fashion Lace detail,Women/Underwear/Panties,12.0
Mickey Mouse wooden letters and numbers Shipping. Special listing,Other/Other/Other,15.0
"Htc verizon brand new 9 Brand is HTC. Unlocked brand new verizon or any other chip besides sprint and boost no box, clean",Electronics/Cell Phones & Accessories/Cell Phones & Smartphones,76.0
Authentic Jo Malone Peony & Blush Suede Shipping. Deluxe sample Ships within 24 hours,Beauty/Fragrance/Women,8.0
Chivas De Guadalajara JerseyNo description yet,Men/Athletic Apparel/Jerseys,8.0
"Estée Lauder Resilience Lift Face Cream Brand is Estee Lauder.  Shipping. Estée Lauder Resilience Lift Firming/Sculpting Face & Neck Cream SPF 15 for Normal/Combination skin. The size of the jar is 0.5 oz/15mL (not full size). The cream has never been used (as you can see in the picture), although I no longer have the original box for it. Don't forget to follow me & check out my other items too! I plan to add a lot more soon!",Beauty/Skin Care/Face,10.0
The Perfect Sculpt Bra Cup E or DDFor Sale! Brand new The Perfect Sculpt staples bra Cup E or DD Beige Original Price [rm] Selling for [rm],Women/Underwear/Bras,15.0
Tall Mint Green Plant Pot Planter Brand is Target.  Shipping. Tall Mint Green Plant Pot Planter. Super amazing quality and great design for planting! Such a good summer pot!,Home/Home Décor/Home Décor Accents,5.0
"Lularoe OS leggings landmarks Shipping. NWT, just taken out of bag for photo. Picture is the front view, these do not have the ""blooper"" that some do!","Women/Athletic Apparel/Pants, Tights, Leggings",40.0
Two faced melted matte Brand is Too Faced. Color : Cool girl / will sanitize before ship / 3/4 full / authenticity label on bottom /,Beauty/Makeup/Lips,10.0
Wet n Wild Foundation Brand is Wet n Wild.  Shipping. Number 85 Golden foundation. Brand new. Bottle is scuffed up but its never been used.,Beauty/Makeup/Face,4.0
"RESERVE FOR @sas26490 Brand is FOREVER 21.  Shipping. Blue and white boho print spaghetti strap dress from forever 21. This is honestly the softest and comfiest dress I've ever put on. The straps are adjustable too. There are drawstrings around the front to adjust to your comfort around your waist, and when tied looks super cute. This dress hits about mid thigh and I'm 5'2. So perfect for spring and summer","Women/Dresses/Above Knee, Mini",16.0
FS♡KS BRIGHT RED ELLE EARRINGS Brand is Kendra Scott.  Shipping. Kendra Scott Elle earrings in bright red. No backs. Excellent condition.Will include dust bag. Free shipping! Thanks for looking:),Women/Jewelry/Earrings,40.0
"Thirty-One Fresh Market ThermalNWT. Sunny Stripe pattern/color. ""Features Water-resistant thermal lining Fits two standard 9"""" x 13"""" baking dishes Sides unsnap to hold two-liters Webbed handles and Front pockets Approx. 10.5""""H x 15.5""""W x 10""""D (snapped down) & 15""""H (when top is expanded) with 14.75"""" handle drop""",Women/Women's Handbags/Totes & Shoppers,49.0
"Sparkle Fishbowl Slime Shipping. ALL SLIMES ARE BUY 2 GET ONE FREE! EXCLUDES [rm] SLIMES. YOU WILL ALSO RECEIVE BORAX SOLUTION WITH THIS DEAL! Super stretchy , Makes noise when you poke it! Made with Elmers Glue NON STICKY FORMULA. WILL NOT STICK TO YOUR HANDS What is it for? To relive stress, to help with anxiety, to enjoy nothing but pure enjoyment What do I do with slime? Squeeze it, poke it, juggle it, pull apart, leave it in container for decoration, the possibilities are endless ! How does slime feel? Super soft and squishy I'm interested in more than one slime? Comment under the listing NOTE:if slime is sticky please put in fridge for 30 mins. Afterwards your slime is ready to enjoy! DISCLAIMER: Please DO NOT EAT Slime! Always keep slime in container that it came in to avoid dryness. Slime can last a very long time if properly stored away. Also wash your hands before playing with slime to avoid bacteria. Slime will be extra sealed before shipment. ❤️Enjoy❤️",Kids/Toys/Arts & Crafts,6.0
Urban Decay Razor Sharp Liquid Liner Brand is Urban Decay.  Shipping. BNIB Dark Force,Beauty/Makeup/Eyes,14.0
FLASH SALE!Disney kingdom cout crossbody Brand is Disney. This is a brand new with tags Disney kingdom couture crossbody. Disney Parks Exclusive Tinkerbell Purse Bag Kingdom Couture Collection Snake skin pattern Faux leather Zippered closure Zippered interior pocket Two interior open pockets Adjustable Shoulder strap Chrome hardware Includes Tinkerbell clock butterfly bell key chain Kingdom Couture logo plate on front Part of Kingdom Couture Collection. 11.5'' H x 11.5'' W x 1.5'' D Crossbody strap falls 25'' Original retail price [rm] Disney parks exclusive! !!!! If you bundle with other items you pay less shipping depending on what it is and possibly a better deal too!!! Everything must go! Will be only be personal shopping mainly from now on! I want to focus on individual wants! Combo of this listing includes - 2 zip id one teal and one black/pink - 1 black/ pink crossbody - 1 black/pink wristlet - 3 kingdom couture crossbody - 1 kingdom couture tote - 1 Vera Bradley teal Mickey wristlet,Women/Women's Handbags/Messenger & Crossbody,194.0
Mario kart bundle Brand is Nintendo. Everything in picture included and in working condition,Electronics/Video Games & Consoles/Games,31.0
Coach flats Brand is Coach.  Shipping. 7.5 &I used once in a small walk lol,Women/Shoes/Flats,28.0
Xbox 360 Maddn NFL15 Shipping. 4 New games Box sealed,Electronics/Video Games & Consoles/Games,30.0
SNES Super metroid Brand is Nintendo. Working original nintendo cartridge only.,Electronics/Video Games & Consoles/Games,49.0
VS 36DD Brand is Victoria's Secret. Both good condition,Women/Underwear/Bras,28.0
"Ps1 Bundle Brand is Sony.  Shipping. 2 Controllers (1 original 1 madcatz), all cords included.",Electronics/Video Games & Consoles/Consoles,15.0
New Wunderbrow black/brown Sealed in BoxNew Wunderbrow black/brown eyebrows Gel new Sealed in Box! Waterproof and smudge proof long lasting! Same day shipping ! Price is firm!,Beauty/Makeup/Eyes,11.0
Black brand new phone wallet wristlet Brand is Urban Outfitters. Brand new brand new phone wallet wristlet Tags urban outfitters forever 21 Zara,Women/Women's Accessories/Wallets,9.0
Vs Tease flower 1.7oz Brand is Victoria's Secret.  Shipping. Discontinued scent,Beauty/Fragrance/Women,24.0
925 Necklaces Shipping. Great condition,Women/Jewelry/Necklaces,240.0
"Floral print romper FREESHIP Shipping. Adorable floral print strapless romper Never wore Size large, but I'm a medium & it fit perfectly","Women/Dresses/Above Knee, Mini",10.0
iPhone 6 Plus/6s Plus case fur ball Shipping. For iPhone 6 Plus and iPhone 6s Plus. New fashion clear TPU case with a hot pink fur ball.,"Electronics/Cell Phones & Accessories/Cases, Covers & Skins",10.0
"Jimmy Choo Flash 3.3 oz Brand is Sephora. No bottle top / hardly used / Jimmy Choo Eau de Parfum, 3.3 oz / no free shipping",Beauty/Fragrance/Women,10.0
"2 Lancôme Trésor Mini Perfume bundle Brand is Lancome.  Shipping. TWO Purse/MINI perfume: NO BOX TWO Mini/Purse Lancôme Trésor Eau de Parfum, 0.25 fl oz each, France Free and fast shipping! Brand new & fresh items, never used! Buy with confidence! Price is firm unless bundled. Romantic, sensual, emotional, with the elegance of rose, muguet and lilac, and the sparkle of apricot blossom. A glorious golden coral, so every drop opens like petals on the skin. Experience Trésor in this enduring yet translucent fragrance form; second to parfum in intensity.",Beauty/Fragrance/Women,19.0
Ty rootbeer root beer beanie boo Shipping. He is in excellent condition and so are the tags. No issues,Kids/Toys/Stuffed Animals & Plush,10.0
Victoria Secret Pink T Shirt Cream New Brand is PINK. Victoria Secret Pink T Shirt Cream M New with tags,Women/Tops & Blouses/T-Shirts,16.0
"Lululemon tracker short shorts IV 6 Brand is Lululemon. 4 way stretch. Worn 2 times, decided they were too big. Color is paint storm harbor blue multi. Size 6. Smoke and pet free home",Women/Athletic Apparel/Shorts,33.0
"Mood Struck Mascara Brand is Younique. Younique mood struck mascara combo with transplanting gel and the natural fibers. Used it once, actually makes my lashes too long. Will come with the lash comb brow brush combo",Beauty/Makeup/Eyes,14.0
coco chanel perfume Shipping. New sealed 1'7 oz 50 ml,Beauty/Fragrance/Women,46.0
Pair of Boys 2t fleece Brand is Carter's. One old navy and the other Carters. New condition!,Kids/Boys 2T-5T/Tops & T-Shirts,12.0
Series of unfortunate events Gameboy Brand is Nintendo. Perfect condition! Don't have the original box sorry,Electronics/Video Games & Consoles/Games,7.0
"NEW HIGH QUALITY MAKE UP BRUSH SET 10pc Shipping. Function of every brush: 1. Round Powder Brush: Buffed powder foundation application, for blending mineral products onto the skin. 2. Angled Brush: Fits all areas of the face seamlessly. Works especially well on cheekbones and contours of the nose. 3. Flat Foundation Brush: Blend liquid or cream products onto flat areas of the face such as the forehead and cheeks. 4. Flat Angles Brush: It's perfect for blush and bronzer. 5. Tapered Brush: Best for concealing under eyes and nose areas which hard to reach areas of the face. 6. Small Tapered Brush: Exact placement of concealer on harder to reach areas such as around the eyes and nose, chin, and around the mouth. 7. Precision Round Brush: Apply shadow base. 8. Small Angles Brush: Apply product to areas such as the sides of the nose and the hollows of the cheeks. 9. Small Flat Brush: Stipple concealer and blemishes. 10.Small Flat Angles Brush: Concealer particularly well around the eyes and nose.",Beauty/Makeup/Makeup Sets,11.0
Rae Dunn Bake Brand is Rae Dunn. ********DO NOT PURCHASE IF YOU DO NOT HAVE RATINGS OR IT WILL BE CANCELLED*********** Rae Dunn Bake Pls Note -All Rae Dunn have imperfections -This is the exact item you will receive -Pls zoom in on pic to look at imperfections,Home/Kitchen & Dining/Coffee & Tea Accessories,38.0
Saucony guide 9 Brand is Saucony. Saucony guide only been worn once! Guidance shoes for people looking for some support that is the only reason they are so much- which that's a great deal!! Retail price is [rm] They are class A quality shoes!,Women/Shoes/Athletic,26.0
Samsung Galaxy J7 CoverNew in box. Cover for Samsung galaxy J 7.,"Electronics/Cell Phones & Accessories/Cases, Covers & Skins",8.0
Xl Maurices blouse Brand is Maurices. No description yet,Women/Tops & Blouses/Blouse,7.0
Crossbody Purse Brand is Vera Bradley.  Shipping. Vera Bradley -elephant style print (retired print) it has a zipper on the front and pocket on back for extra storage!,Women/Women's Handbags/Messenger & Crossbody,20.0
"Proactive Shipping. Mark correcting pads, make up wipes, etc.",Beauty/Skin Care/Face,20.0
Kendra Scott Faceted Pyrite Rae Pendant Brand is Kendra Scott.  Shipping. Like New. Never worn. Pendant only.,Women/Jewelry/Necklaces,25.0
Funko Pop! Chewbacca ( Hoth) Brand is Funko.  Shipping. In box Funko Pop! Star Wars Chewbacca ( Hoth). GameStop exclusive,Kids/Toys/Action Figures & Statues,20.0
iPhone 7 Plus Case Pink Waterfall Hearts Shipping. For iPhone 7 plus New pink blue waterfall moving glitter hearts Case with Liquid Quicksand. Soft TPU case wraps all around the edges.,"Electronics/Cell Phones & Accessories/Cases, Covers & Skins",10.0
"Kayden K Men's Stripe T Shirt Scoop Hem Shipping. Brand: Kayden K Sizes: Small, Medium, Large and XL available Product Description: Premium Material! Curved hem tail Striped Chest pocket on left side Zipper Slits Black and red Slim Fitted 60% Cotton 40% Polyester Keywords: Curved hem scoop bottom tee shirt crew neck t tail round bottom scallop shirt slim premium",Men/Tops/T-shirts,32.0
"Michigan J Frog ECCC Funko Pop Brand is Funko.  Shipping. Box has minor creasing and marks from shelf wear. Small tear on one corner. If you're picky about box condition, please message me before purchasing.",Kids/Toys/Action Figures & Statues,16.0
Victoria Secret Bombshell perfume Brand is Victoria's Secret.  Shipping. Brand new still in plastic 3.4fl oz Victoria Secret Bombshell perfume ...This is the [rm] bottle ...price is firm...keep in mind I pay shipping and fees :),Beauty/Fragrance/Women,55.0
Lace bralette and panty bundle Brand is PINK. Both brand new never worn . The bralette is xoxo brand with black strappy look in the side fits like a 32a-b cup padded but can be removed . The panties are a size medium but I kept the other two and they fit like a x-small brand is New York elegance . Color black. Similar to pink brand and urban outfitters .,Women/Underwear/Panties,14.0
"Rae Dunn Spoon Rest Brand is Rae Dunn. Brand new Rae Dunn spoon rest Note: all Rae Dunn items are unique and imperfect in their own way, which is part of what makes them so special. Item pictured is the item you will receive, please take a close look to ensure it is to your liking :) There is a small flaw on the bottom right hand corner, visible in the picture. Will bundle with any other items on my page- if interested please ask :)",Home/Home Décor/Home Décor Accents,17.0
"Mid-Calf Leather Boots7"" calf 12"" height Brand: Naturalizer No sign of wear",Women/Shoes/Boots,14.0
"Coach wristlet Brand is Coach.  Shipping. very light Lavender in color wristlet. There are some very minor marks on the wristlet, that may come out with washing. I haven't tried to wash. Available!",Women/Women's Accessories/Wallets,8.0
"Golf Wang Camp Flog Gnaw 2015 Vans Brand is VANS. Rare Golf Wang Vans from Tyler, The Creator camp flog gnaw 2015 Carnival.",Men/Shoes/Fashion Sneakers,109.0
"Sperry Top Sider shoesWomen's 8 1/2 Sperry Top Sider boat shoes in the traditional tan leather. Great condition, clean, non-smoking home. I think I wore them like 2 or 3 times.",Women/Shoes/Loafers & Slip-Ons,26.0
Lilly Pulitzer Flower iPhone 6 Plus CaseAdorable case in great condition. Only mild discoloration on sides,"Electronics/Cell Phones & Accessories/Cases, Covers & Skins",10.0
Wellie Wishers accessory packs Brand is American Boy & Girl.  Shipping. No description yet,Kids/Toys/Dolls & Accessories,35.0
Shorts Brand is Brandy Melville.  Shipping. worn 1 time (size 24) [rm] free ship Tags: bbw makeup beauty lippie Lipbalm pocketbac bath and body works PINK revo slime Brandy Melville kpop,Women/Tops & Blouses/T-Shirts,6.0
Solar Flare / Bh Cosmetics Brand is Ulta. 18 Color Baked Eyeshadow Palette / NEW!!! Never used not even swatches / very amazing shine colors,Beauty/Makeup/Makeup Palettes,20.0
LG K7 and D415 Brand is LG. T mobile LG k7 Everything works great no scratches.. Comes with case and charger Best offer takes it..,Electronics/Cell Phones & Accessories/Cell Phones & Smartphones,66.0
New silver Earings free ship Shipping. New in package. Rhinestone stud Earings silver. Free shipping. Thanks for looking.,Women/Jewelry/Earrings,4.0
Kendra Scott necklace Brand is Kendra Scott.  Shipping. Brand new Kendra Scott necklace. Comes with dust bag,Women/Jewelry/Necklaces,45.0
Juicy Couture Handbag Brand is Juicy Couture. Original price: [rm],Women/Women's Handbags/Shoulder Bag,18.0
GlamGlow Powermud dualcleanse treatment Brand is Sephora.  Shipping. This is a gift with any purchase of [rm] or more from my closet Brand new and sealed underneath the cap GlamGlow Powermud dualcleanse treatment (size: 0.5 fl.oz./15g),Beauty/Skin Care/Face,9.0
Crest 3D while strips Glamorous White Brand is Crest.  Shipping. Box suffers damage product itself has not been touch box is still in plastic seal.,Other/Daily & Travel items/Personal Care,15.0
"+10%off NWT Lilly Pulitzer Mikayla Dress Brand is Lilly Pulitzer.  Shipping. Beautiful brand new v-neck shift dress in Resort White Happiness Is. Size Small. Retail price [rm] To get extra 10% off: --Go to COUPONS at the bottom of checkout page, select 10% off coupon","Women/Dresses/Above Knee, Mini",45.0
On hold for lolita Hello kitty bagI dont really use bags I just put my keys in my sons diaper bag,Women/Women's Handbags/Shoulder Bag,9.0
"Patagonia P-6 Pocket Tee Brand is patagonia. XL Like new, only worn/washed once.",Men/Tops/T-shirts,24.0
Hoola benefit bronzer Brand is Benefit. No description yet,Beauty/Makeup/Face,17.0
Brand New Dooney & Bourke Wallet Brand is Dooney & Bourke. Brand new with tags Signature Wallet. Black.,Women/Women's Accessories/Wallets,65.0
"Lot 6 Victoria secret hipster panties XS Brand is PINK.  Shipping. Lot of 6 Victoria secret hipster panties XS. Note, all brand new without tag. Only 3 are Victoria secret pink: Blue/small, black/small, hot pink/XS; the other 3 purchased from Japan: light pink with tie, black with lace & Pink plaid are all XS. Got wrong size so they don't fit me.",Women/Underwear/Panties,12.0
"DVF wrap dress Brand is Diane von Furstenberg.  Shipping. Pre own, the dress still have great life to enjoy. Beautiful wrap 100% silk. Gorgeous mix pink, white, light blue and black. Never wrinkle, size 6 , also fit small fame as well. Hug wrap round your figure amazing, show your curve nicely. Length above knee. 3/4 sleeves. Very good condition, no flaw, hole, just dry clean too.",Women/Dresses/Knee-Length,40.0
Sketcher Toddler size 10 bundle3 pairs of toddler girl sketcher sneakers. 2 twinkle toes and 1 pair of high tops with a zipper on the side. All in good condition.,Kids/Girls 2T-5T/Shoes,20.0
"iPhone 6/6s TPU Soft Case New FS Shipping. This item is brand new, never used, and comes in original packaging!","Electronics/Cell Phones & Accessories/Cases, Covers & Skins",4.0
"Born Pretty Holographic Pink Nail Polish Shipping. New, shipping included in price",Beauty/Makeup/Nails,7.0
Popular Silver Mirror Aviators Shipping. No description yet,Women/Women's Accessories/Sunglasses,10.0
American flag swim suit setPerfect for Fourth of July! The bottoms are tried on once. Size small but fits as XS. Bandeau is used and comes with a halter string. Cheeky bottoms,Women/Swimwear/Two-Piece,7.0
Hollister Jeans 1 Regular Brand is Hollister.  Shipping. Hollister jeans size 1R. Length: 33 inches and waist is 25 inches.,"Women/Jeans/Slim, Skinny",15.0
NYX MICRO BROW PENCIL BLONDE Brand is NYX.  Shipping. NEW - CLOSED MBP02 BLONDE *Micro Lápiz De Ceja*,Beauty/Makeup/Eyes,10.0
Benefit boing airbrush concealer no 1 Brand is Benefit. Brand new. Not my shade.,Beauty/Makeup/Face,12.0
Nars Bronzer Brand is Nars.  Shipping. Used once but it leaked a bit Face Mask comes free with purchase!,Beauty/Makeup/Face,7.0
Lootcrate Goonies ShirtAnother shirt from Lootcrate. Such a cool piece but just dont have enough space in my closet. Only used once and it in such excellent condition. Bundle to save :),Women/Tops & Blouses/T-Shirts,9.0
DBZ Shipping. No description yet,Vintage & Collectibles/Toy/Action Figure,10.0
